Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;spi1;spi2;HomeBudget;AwayBudget;Extrangeros;ExtrangerosAway
09/04/2017;Las Palmas;Betis;4;1;H;1;0;H;9;13;6;5;16;18;2;6;3;4;0;0;2,1;3,5;3,5;51,41;67,97;123;99,5;15;9
03/12/2017;Las Palmas;Betis;1;0;H;1;0;H;21;8;7;2;12;21;6;4;1;7;0;1;2,2;3,5;3,1;43,14;41,47;123;99,5;15;9
08/05/2017;Leganes;Betis;4;0;H;2;0;H;6;13;4;3;18;13;2;2;3;0;0;0;1,65;3,8;5,75;69,18;66,61;53,63;99,5;15;9
26/02/2018;Levante;Betis;0;2;A;0;0;D;12;15;2;6;17;8;5;5;5;2;0;0;2,5;3,29;2,87;43,81;40,12;59,35;99,5;15;9
28/02/2017;Malaga;Betis;1;2;A;1;0;H;15;11;4;5;8;16;7;5;3;5;0;0;1,95;3,5;4;77,68;74,34;88,43;99,5;17;9
18/12/2017;Malaga;Betis;0;2;A;0;1;A;18;10;2;4;15;15;3;4;2;2;1;0;2;3,39;3,79;65,76;63,13;88,43;99,5;17;9
21/10/2016;Osasuna;Betis;1;2;A;0;1;A;13;12;5;6;20;12;6;4;3;2;1;0;2,4;3,2;3,1;55,98;67,87;36,8;99,5;9;9
12/03/2017;Real Madrid;Betis;2;1;H;1;1;D;14;9;4;4;8;21;8;4;1;0;0;1;1,13;9;21;72,72;80,1;743,1;99,5;18;9
20/09/2017;Real Madrid;Betis;0;1;A;0;0;D;27;12;7;4;13;11;12;3;0;3;0;0;1,13;10;17;93,07;67,25;743,1;99,5;18;9
20/09/2016;Sevilla;Betis;1;0;H;0;0;D;12;8;3;3;24;17;6;2;5;4;0;0;1,45;4,5;7;78,93;70,13;236,4;99,5;24;9
06/01/2018;Sevilla;Betis;3;5;A;2;2;D;14;9;3;5;16;18;12;0;3;6;0;0;1,5;4,33;6,5;77,35;63,9;236,4;99,5;24;9
30/09/2016;Sociedad;Betis;1;0;H;0;0;D;16;5;8;2;17;22;4;2;2;3;0;0;1,8;3,5;4,75;72,88;70,19;165,1;99,5;6;9
01/10/2017;Sociedad;Betis;4;4;D;2;2;D;17;10;6;6;9;18;12;5;3;3;0;0;1,95;3,6;3,8;43,0;44,73;165,1;99,5;6;9
20/05/2017;Sp Gijon;Betis;2;2;D;1;1;D;11;21;5;9;15;14;2;3;0;2;0;0;2,5;3,4;2,8;79,43;49,09;50,5;99,5;9;9
11/09/2016;Valencia;Betis;2;3;A;0;1;A;23;12;9;5;15;21;5;5;2;4;1;0;1,65;4,2;5;67,17;75,61;269,45;99,5;20;9
04/03/2018;Valencia;Betis;2;0;H;1;0;H;12;9;6;4;14;11;7;0;1;4;0;0;1,44;4,75;6,5;94,1;86,39;269,45;99,5;20;9
06/11/2016;Villarreal;Betis;2;0;H;1;0;H;15;7;7;3;16;12;10;1;0;2;0;0;1,5;4,2;7;82,61;96,07;196,7;99,5;15;9
10/09/2017;Villarreal;Betis;3;1;H;1;1;D;14;8;7;3;9;9;4;3;3;0;0;0;1,85;3,6;4,33;76,91;58,45;196,7;99,5;15;9
14/05/2017;Alaves;Celta;3;1;H;3;0;H;11;15;4;4;11;13;4;4;1;3;0;0;1,8;3,4;5;72,11;68,15;64,85;114,565;11;16
03/02/2018;Alaves;Celta;2;1;H;2;0;H;9;16;3;4;13;11;2;1;3;2;0;0;2,62;3,2;2,79;72,05;73,61;64,85;114,565;11;16
19/12/2016;Ath Bilbao;Celta;2;1;H;0;0;D;10;10;7;4;16;13;9;7;4;2;0;1;1,83;3,5;4,33;76,67;70,85;188,5;114,565;1;16
31/03/2018;Ath Bilbao;Celta;1;1;D;0;0;D;11;13;2;3;10;10;4;5;3;1;0;0;2,04;3,29;3,6;72,95;57,8;188,5;114,565;1;16
12/02/2017;Ath Madrid;Celta;3;2;H;1;1;D;16;14;5;6;11;13;3;3;1;2;0;0;1,4;4,5;8,5;79,74;70,48;585;114,565;19;16
11/03/2018;Ath Madrid;Celta;3;0;H;1;0;H;7;8;3;2;14;10;6;4;1;2;0;0;1,39;4,75;8;66,95;76,06;585;114,565;19;16
04/03/2017;Barcelona;Celta;5;0;H;2;0;H;19;7;9;2;10;16;10;1;1;3;0;0;1,13;8,5;23;65,3;50,18;772,5;114,565;17;16
02/12/2017;Barcelona;Celta;2;2;D;1;1;D;21;10;7;5;11;12;4;1;3;6;0;0;1,12;10;17;83,77;76,56;772,5;114,565;17;16
04/12/2016;Betis;Celta;3;3;D;1;1;D;16;13;5;6;22;14;4;3;4;1;1;0;2,38;3,25;3,1;65,26;67,81;95,55;114,565;9;16
25/08/2017;Betis;Celta;2;1;H;1;1;D;10;9;3;2;13;9;4;6;2;2;0;0;2,2;3,4;3,4;32,69;40,21;95,55;114,565;9;16
19/11/2016;Eibar;Celta;1;0;H;1;0;H;12;6;5;2;11;13;7;0;2;5;0;2;2,38;3,25;3,1;66,87;73,43;71,75;114,565;9;16
24/09/2017;Eibar;Celta;0;4;A;0;3;A;9;10;0;6;14;5;4;4;2;1;0;0;2,2;3,3;3,4;67,04;63,74;71,75;114,565;9;16
25/09/2016;Espanol;Celta;0;2;A;0;0;D;10;12;2;4;15;13;4;7;2;3;0;0;2,25;3,3;3,3;90,51;66,5;85,45;114,565;7;16
18/09/2017;Espanol;Celta;2;1;H;2;0;H;9;11;3;1;12;14;3;5;1;4;0;0;2,3;3,3;3,2;66,25;67,54;85,45;114,565;7;16
19/02/2018;Getafe;Celta;3;0;H;1;0;H;9;4;5;1;21;15;5;5;4;3;0;0;2,5;3,29;2,87;70,73;72,6;48,75;114,565;18;16
27/02/2018;Girona;Celta;1;0;H;1;0;H;11;10;2;2;9;10;6;4;3;2;0;0;2,29;3,5;3;70,94;71,13;35,6;114,565;13;16
16/04/2017;Granada;Celta;0;3;A;0;1;A;17;15;4;4;17;9;8;1;5;2;0;0;2,8;3,3;2,45;73,37;80,54;85,5;114,565;30;16
19/03/2017;La Coruna;Celta;0;1;A;0;0;D;9;9;2;2;21;12;3;1;4;4;0;0;2,2;3,3;3,4;55,34;49,19;92,8;114,565;16;16
23/12/2017;La Coruna;Celta;1;3;A;0;2;A;15;7;4;3;20;16;3;1;2;2;0;0;2,54;3,29;2,7;93,33;94,4;92,8;114,565;16;16
30/10/2016;Las Palmas;Celta;3;3;D;0;3;A;17;9;8;6;13;22;8;1;2;6;0;1;2,3;3,3;3,2;67,23;73,83;123;114,565;15;16
16/10/2017;Las Palmas;Celta;2;5;A;0;2;A;24;14;11;7;13;12;14;3;2;1;0;1;2,38;3,3;3,1;32,09;40,92;123;114,565;15;16
28/01/2017;Leganes;Celta;0;2;A;0;1;A;6;3;0;3;20;14;8;0;1;1;0;0;2,3;3,1;3,4;68,56;70,69;53,63;114,565;15;16
14/04/2018;Leganes;Celta;1;0;H;0;0;D;19;5;7;2;22;17;8;3;3;3;0;0;3,1;3,2;2,39;47,1;34,7;53,63;114,565;15;16
14/01/2018;Levante;Celta;0;1;A;0;1;A;15;3;5;2;19;7;6;2;4;3;0;0;3;3,25;2,45;54,41;36,6;59,35;114,565;15;16
07/05/2017;Malaga;Celta;3;0;H;1;0;H;14;5;8;2;13;18;2;1;2;4;0;0;1,4;4,5;7,5;67,05;70,27;88,43;114,565;17;16
29/10/2017;Malaga;Celta;2;1;H;1;0;H;15;10;4;2;20;12;4;1;2;3;0;0;3,1;3,39;2,29;61,44;93,24;88,43;114,565;17;16
18/09/2016;Osasuna;Celta;0;0;D;0;0;D;9;13;2;5;18;13;3;5;4;1;0;0;2,9;3,1;2,6;78,74;72,47;36,8;114,565;9;16
27/08/2016;Real Madrid;Celta;2;1;H;0;0;D;24;8;10;3;8;11;7;2;0;2;0;0;1,18;7;17;68,13;88,76;743,1;114,565;18;16
27/04/2017;Sevilla;Celta;2;1;H;0;0;D;16;10;5;1;20;18;5;1;1;2;0;1;1,33;5,5;8;80,96;69,57;236,4;114,565;24;16
18/11/2017;Sevilla;Celta;2;1;H;1;1;D;12;11;5;5;20;17;1;2;3;2;0;0;1,72;3,79;4,75;33,85;41,08;236,4;114,565;24;16
22/01/2017;Sociedad;Celta;1;0;H;0;0;D;17;11;6;5;13;12;4;3;2;2;0;0;1,95;3,6;3,8;69,64;96,4;165,1;114,565;6;16
21/01/2018;Sociedad;Celta;1;2;A;1;1;D;16;10;2;3;10;7;8;3;1;2;0;0;1,85;3,89;4;91,39;63,47;165,1;114,565;6;16
26/02/2017;Sp Gijon;Celta;1;1;D;0;0;D;20;16;6;5;9;17;7;5;2;4;1;0;2,63;3,4;2,63;75,06;49,78;50,5;114,565;9;16
06/04/2017;Valencia;Celta;3;2;H;1;1;D;15;12;10;3;16;9;6;2;1;1;0;0;2;3,5;3,75;72,22;73,46;269,45;114,565;20;16
09/12/2017;Valencia;Celta;2;1;H;1;0;H;13;13;7;5;16;12;10;2;2;5;0;0;1,66;4;5;39,08;54,07;269,45;114,565;20;16
16/10/2016;Villarreal;Celta;5;0;H;3;0;H;11;4;5;1;19;12;3;5;1;4;0;1;1,85;3,4;4,75;79,24;75,23;196,7;114,565;15;16
27/04/2017;Alaves;Eibar;0;0;D;0;0;D;14;6;4;4;13;14;3;2;4;2;0;1;2,75;3,2;2,7;69,63;75,22;64,85;71,75;11;9
25/11/2017;Alaves;Eibar;1;2;A;0;1;A;6;11;2;6;18;19;2;5;7;3;1;1;2,5;3,1;3,1;61,88;67,36;64,85;71,75;11;9
04/12/2016;Ath Bilbao;Eibar;3;1;H;1;0;H;12;10;5;4;9;16;2;2;1;4;0;0;1,85;3,4;4,75;76,75;68,66;188,5;71,75;1;9
26/01/2018;Ath Bilbao;Eibar;1;1;D;0;0;D;7;14;1;2;15;14;3;7;0;0;0;0;1,9;3,39;4,33;38,88;36,29;188,5;71,75;1;9
06/05/2017;Ath Madrid;Eibar;1;0;H;0;0;D;14;7;5;3;6;10;6;5;3;3;1;0;1,3;5,25;11;55,92;63,45;585;71,75;19;9
21/05/2017;Barcelona;Eibar;4;2;H;0;1;A;18;6;11;4;3;16;10;4;1;2;0;1;1,05;15;34;67,59;76,78;772,5;71,75;17;9
19/09/2017;Barcelona;Eibar;6;1;H;2;0;H;11;13;10;4;4;9;7;7;0;2;0;0;1,11;10;15;72,28;65,77;772,5;71,75;17;9
16/04/2017;Betis;Eibar;2;0;H;1;0;H;6;10;4;3;15;19;4;6;4;4;0;0;2,7;3,2;2,63;67,76;70,88;95,55;71,75;9;9
07/04/2018;Betis;Eibar;2;0;H;1;0;H;13;5;4;2;10;11;7;8;2;2;0;0;2,25;3,39;3,25;34,29;31,03;95,55;71,75;9;9
09/04/2017;Celta;Eibar;0;2;A;0;1;A;12;11;3;6;10;16;0;3;1;3;0;0;2,25;3,4;3,25;48,76;72,33;114,565;71,75;16;9
24/02/2018;Celta;Eibar;2;0;H;0;0;D;8;15;3;2;11;16;3;9;2;3;0;0;2;3,5;3,7;41,1;36,48;114,565;71,75;16;9
22/10/2016;Espanol;Eibar;3;3;D;0;3;A;11;8;5;3;11;12;7;6;1;6;1;0;2,05;3,4;3,8;67,52;65,43;85,45;71,75;7;9
18/04/2018;Espanol;Eibar;0;1;A;0;1;A;10;5;4;1;17;17;3;6;3;2;0;0;2,29;3,1;3,39;67,44;71,21;85,45;71,75;7;9
09/12/2017;Getafe;Eibar;0;0;D;0;0;D;6;7;3;2;14;13;9;7;1;4;0;0;2,04;3,39;3,75;69,85;69,3;48,75;71,75;18;9
11/09/2016;Granada;Eibar;1;2;A;0;1;A;15;10;5;8;7;8;6;7;2;0;0;1;2,15;3,25;3,5;62,46;67,93;85,5;71,75;30;9
19/08/2016;La Coruna;Eibar;2;1;H;0;0;D;11;12;6;6;14;17;1;8;3;3;0;0;1,95;3,4;4,2;72,57;56,93;92,8;71,75;16;9
03/03/2018;La Coruna;Eibar;1;1;D;1;1;D;7;16;2;3;6;8;2;9;1;2;1;0;2,79;3,1;2,7;70,41;71,25;92,8;71,75;16;9
05/11/2016;Las Palmas;Eibar;1;0;H;0;0;D;16;13;6;5;10;20;7;4;1;4;0;0;1,91;3,5;4;76,09;91,14;123;71,75;15;9
06/01/2018;Las Palmas;Eibar;1;2;A;1;0;H;4;14;2;5;13;17;4;3;3;3;0;0;2,54;3,39;2,75;49,24;36,59;123;71,75;15;9
18/12/2016;Leganes;Eibar;1;1;D;1;0;H;8;15;2;4;10;10;3;6;2;2;1;0;2,55;3,1;2,88;96,19;70,75;53,63;71,75;15;9
10/02/2018;Leganes;Eibar;0;1;A;0;0;D;2;19;0;6;14;6;1;10;4;2;1;0;2,87;3,1;2,62;71,93;65,42;53,63;71,75;15;9
16/03/2018;Levante;Eibar;2;1;H;1;0;H;6;13;3;4;11;11;4;5;4;3;0;0;3,2;3,2;2,37;57,11;74,0;59,35;71,75;15;9
20/09/2016;Malaga;Eibar;2;1;H;1;1;D;14;12;6;3;7;13;7;5;2;4;0;0;1,85;3,4;4,75;70,26;63,32;88,43;71,75;17;9
21/08/2017;Malaga;Eibar;0;1;A;0;0;D;10;13;4;6;16;15;3;7;2;3;0;0;2,1;3,3;3,7;56,6;75,02;88,43;71,75;17;9
13/03/2017;Osasuna;Eibar;1;1;D;0;0;D;10;14;6;7;15;14;6;6;4;4;0;0;3,6;3,4;2,1;50,51;73,94;36,8;71,75;9;9
02/10/2016;Real Madrid;Eibar;1;1;D;1;1;D;15;7;3;4;8;15;7;5;4;5;0;0;1,08;11;26;67,73;78,67;743,1;71,75;18;9
22/10/2017;Real Madrid;Eibar;3;0;H;2;0;H;15;9;7;2;9;7;5;2;1;1;0;0;1,09;11;23;46,48;42,71;743,1;71,75;18;9
18/02/2017;Sevilla;Eibar;2;0;H;1;0;H;11;11;5;3;13;11;5;2;2;3;0;0;1,45;4,5;7;69,78;66,18;236,4;71,75;24;9
09/09/2017;Sevilla;Eibar;3;0;H;0;0;D;12;7;6;2;14;18;6;5;1;1;0;0;1,57;4;6;72,19;82,64;236,4;71,75;24;9
28/02/2017;Sociedad;Eibar;2;2;D;1;1;D;14;13;7;4;12;20;3;5;3;4;1;1;1,85;3,5;4,5;69,7;66,58;165,1;71,75;6;9
05/11/2017;Sociedad;Eibar;3;1;H;2;0;H;10;9;6;5;10;17;3;6;0;3;0;0;1,61;4;5,5;68,51;72,64;165,1;71,75;6;9
15/01/2017;Sp Gijon;Eibar;2;3;A;1;3;A;10;18;4;7;13;16;2;4;4;0;0;0;2,9;3,1;2,6;49,94;51,06;50,5;71,75;9;9
04/02/2017;Valencia;Eibar;0;4;A;0;2;A;8;11;1;7;12;10;2;6;2;1;1;0;1,91;3,6;4;73,57;69,04;269,45;71,75;20;9
01/04/2017;Villarreal;Eibar;2;3;A;1;0;H;15;14;7;4;9;10;11;5;4;3;0;0;1,85;3,6;4,33;68,18;86,35;196,7;71,75;15;9
01/10/2017;Villarreal;Eibar;3;0;H;1;0;H;12;8;6;1;15;9;6;3;2;1;0;0;1,83;3,6;4,33;38,98;49,4;196,7;71,75;15;9
20/11/2016;Alaves;Espanol;0;1;A;0;0;D;10;10;4;3;20;14;2;5;5;2;0;0;2,5;3,1;3,1;64,34;67,31;64,85;85,45;11;7
04/11/2017;Alaves;Espanol;1;0;H;1;0;H;17;9;6;3;29;9;3;8;7;2;0;1;2,87;3,1;2,7;77,76;72,0;64,85;85,45;11;7
04/04/2017;Ath Bilbao;Espanol;2;0;H;2;0;H;13;5;5;2;19;16;5;1;1;3;0;0;1,5;4,2;7;77,85;71,76;188,5;85,45;1;7
03/12/2016;Ath Madrid;Espanol;0;0;D;0;0;D;11;5;3;3;10;19;9;2;2;2;0;0;1,22;6;15;50,78;82,23;585;85,45;19;7
18/12/2016;Barcelona;Espanol;4;1;H;1;0;H;14;4;7;1;11;16;5;2;0;3;0;0;1,1;10;26;64,86;68,26;772,5;85,45;17;7
09/09/2017;Barcelona;Espanol;5;0;H;2;0;H;20;9;9;1;11;18;8;7;1;5;0;0;1,17;8;17;93,03;58,59;772,5;85,45;17;7
30/10/2016;Betis;Espanol;0;1;A;0;0;D;13;10;5;5;15;15;8;3;3;3;0;0;2,25;3,25;3,4;76,72;55,12;95,55;85,45;9;7
17/03/2018;Betis;Espanol;3;0;H;1;0;H;9;4;4;1;15;11;3;5;1;3;0;0;2,2;3,39;3,29;58,33;55,78;95,55;85,45;9;7
01/03/2017;Celta;Espanol;2;2;D;2;2;D;8;8;4;2;16;8;1;3;2;2;1;0;1,91;3,4;4,33;51,45;79,32;114,565;85,45;16;7
11/02/2018;Celta;Espanol;2;2;D;1;1;D;18;3;7;2;9;16;9;1;3;4;0;0;1,9;3,6;4;71,78;70,54;114,565;85,45;16;7
18/03/2017;Eibar;Espanol;1;1;D;1;0;H;16;4;4;1;12;13;6;2;2;4;0;0;1,91;3,5;4,2;68,37;50,7;71,75;85,45;9;7
03/12/2017;Eibar;Espanol;3;1;H;2;0;H;10;6;5;3;13;16;3;2;3;3;0;0;2,37;3,1;3,29;70,15;74,13;71,75;85,45;9;7
15/04/2018;Getafe;Espanol;1;0;H;0;0;D;13;5;4;0;19;13;4;3;6;2;1;0;2,14;3,1;3,75;44,67;60,48;48,75;85,45;18;7
22/04/2018;Girona;Espanol;0;2;A;0;1;A;20;5;6;4;18;18;10;0;1;2;0;0;2,14;3,25;3,6;69,3;66,45;35,6;85,45;13;7
19/05/2017;Granada;Espanol;1;2;A;1;2;A;16;5;7;3;12;9;3;3;0;3;0;0;4,5;4;1,73;43,58;70,36;85,5;85,45;30;7
07/05/2017;La Coruna;Espanol;1;2;A;0;2;A;21;9;5;3;10;14;12;4;1;2;0;0;2;3,4;4;72,89;49,34;92,8;85,45;16;7
23/02/2018;La Coruna;Espanol;0;0;D;0;0;D;17;9;4;1;9;10;4;2;5;1;0;0;2,54;3,2;2,87;51,34;48,9;92,8;85,45;16;7
14/10/2016;Las Palmas;Espanol;0;0;D;0;0;D;13;5;8;2;13;21;8;4;2;3;0;0;1,95;3,4;4,2;66,86;67,21;123;85,45;15;7
17/12/2017;Las Palmas;Espanol;2;2;D;0;2;A;14;8;5;3;6;25;9;2;3;3;0;0;2,5;3,29;2,87;71,5;69,97;123;85,45;15;7
16/04/2017;Leganes;Espanol;0;1;A;0;0;D;15;7;5;2;20;14;5;1;1;1;0;0;2;3,2;4;67,14;76,85;53,63;85,45;15;7
28/01/2018;Leganes;Espanol;3;2;H;1;0;H;11;12;6;4;20;19;1;7;2;4;0;0;2,37;2,79;3,5;48,52;38,37;53,63;85,45;15;7
04/03/2018;Levante;Espanol;1;1;D;0;0;D;13;15;4;3;14;13;2;1;0;3;0;0;3,1;3,1;2,45;24,33;38,97;59,35;85,45;15;7
04/02/2017;Malaga;Espanol;0;1;A;0;1;A;19;4;5;3;9;18;17;2;1;4;0;0;2,1;3,4;3,6;86,47;63,18;88,43;85,45;17;7
08/01/2018;Malaga;Espanol;0;1;A;0;1;A;17;6;2;3;18;11;6;5;2;3;0;0;2,54;3;3,1;63,69;66,29;88,43;85,45;17;7
22/09/2016;Osasuna;Espanol;1;2;A;0;1;A;17;10;11;2;16;14;7;1;2;1;0;0;2,88;3,2;2,6;56,39;68,32;36,8;85,45;9;7
18/02/2017;Real Madrid;Espanol;2;0;H;1;0;H;12;3;3;1;12;13;13;2;3;4;0;0;1,14;8;21;92,61;71,45;743,1;85,45;18;7
01/10/2017;Real Madrid;Espanol;2;0;H;1;0;H;22;8;8;3;8;10;10;3;2;2;0;0;1,1;10;23;39,43;49,18;743,1;85,45;18;7
20/08/2016;Sevilla;Espanol;6;4;H;3;3;D;16;10;11;7;8;15;8;2;2;2;0;0;1,67;4;5;78,76;68,75;236,4;85,45;24;7
19/08/2017;Sevilla;Espanol;1;1;D;1;1;D;9;9;4;6;14;12;7;3;2;4;1;0;1,62;4;5,5;41,57;59,13;236,4;85,45;24;7
09/09/2016;Sociedad;Espanol;1;1;D;0;0;D;9;4;3;1;10;10;11;1;2;2;0;1;2,05;3,4;3,75;72,8;68,14;165,1;85,45;6;7
23/10/2017;Sociedad;Espanol;1;1;D;0;1;A;19;4;5;1;12;15;10;1;4;4;1;0;1,85;3,79;4;33,91;27,19;165,1;85,45;6;7
25/04/2017;Sp Gijon;Espanol;1;1;D;1;0;H;16;14;6;5;9;11;7;2;1;2;0;0;2,05;3,4;3,6;87,75;79,07;50,5;85,45;9;7
15/01/2017;Valencia;Espanol;2;1;H;1;0;H;10;6;5;3;17;13;6;3;5;0;0;0;1,91;3,6;4;85,01;92,62;269,45;85,45;20;7
08/04/2018;Valencia;Espanol;1;0;H;1;0;H;14;21;6;6;17;10;4;3;3;2;0;0;1,5;4,33;6,5;92,95;86,36;269,45;85,45;20;7
04/03/2017;Villarreal;Espanol;2;0;H;1;0;H;11;8;6;2;13;18;1;1;2;2;0;0;1,73;3,6;5,25;95,83;73,55;196,7;85,45;15;7
21/09/2017;Villarreal;Espanol;0;0;D;0;0;D;14;10;5;3;17;10;5;5;5;2;0;0;1,73;3,5;5,5;59,57;77,2;196,7;85,45;15;7
07/04/2018;Alaves;Getafe;2;0;H;0;0;D;11;5;2;1;17;22;1;3;2;3;0;0;2,45;3;3,2;64,47;72,37;64,85;48,75;11;18
20/08/2017;Ath Bilbao;Getafe;0;0;D;0;0;D;12;8;2;2;16;15;7;6;1;3;0;1;1,5;4;7,5;76,81;59,44;188,5;48,75;1;18
06/01/2018;Ath Madrid;Getafe;2;0;H;1;0;H;9;10;5;5;11;16;5;0;7;3;1;0;1,39;4,2;10;82,95;69,11;585;48,75;19;18
11/02/2018;Barcelona;Getafe;0;0;D;0;0;D;12;10;6;1;7;13;9;3;2;3;0;0;1,12;9;19;38,16;37,29;772,5;48,75;17;18
03/11/2017;Betis;Getafe;2;2;D;0;2;A;15;9;4;2;10;14;4;6;2;6;0;0;2;3,5;3,79;43,03;37,42;95,55;48,75;9;18
21/09/2017;Celta;Getafe;1;1;D;1;0;H;8;10;4;3;9;21;3;2;2;4;0;0;1,8;3,6;4,5;74,63;66,22;114,565;48,75;16;18
21/04/2018;Eibar;Getafe;0;1;A;0;1;A;12;7;2;4;15;16;8;3;4;1;0;0;2,04;3,2;4;48,61;37,96;71,75;48,75;9;18
27/11/2017;Espanol;Getafe;1;0;H;0;0;D;10;7;5;4;12;18;6;4;3;6;0;0;2;3,39;3,79;68,21;69,35;85,45;48,75;7;18
17/12/2017;Girona;Getafe;1;0;H;1;0;H;9;7;2;0;20;25;1;7;2;6;0;0;2,2;3,25;3,5;53,85;44,43;35,6;48,75;13;18
30/09/2017;La Coruna;Getafe;2;1;H;0;0;D;15;10;9;3;16;22;8;5;6;3;0;0;2,25;3,25;3,4;62,23;66,22;92,8;48,75;16;18
08/09/2017;Leganes;Getafe;1;2;A;0;1;A;11;11;7;3;14;20;2;4;1;2;0;0;2,05;3,25;4;71,16;60,14;53,63;48,75;15;18
21/10/2017;Levante;Getafe;1;1;D;0;0;D;5;9;1;5;18;16;3;2;1;3;0;0;2,37;3,2;3,2;69,26;64,93;59,35;48,75;15;18
03/03/2018;Real Madrid;Getafe;3;1;H;2;0;H;14;4;6;4;13;18;8;0;1;3;0;1;1,19;7,5;13;72,05;71,29;743,1;48,75;18;18
28/01/2018;Sevilla;Getafe;1;1;D;0;0;D;15;7;1;2;12;15;3;4;3;3;0;0;1,5;4,33;6,5;82,97;54,71;236,4;48,75;24;18
17/03/2018;Sociedad;Getafe;1;2;A;1;1;D;8;9;2;5;13;21;7;1;3;7;0;0;1,72;3,6;5,25;76,71;64,53;165,1;48,75;6;18
18/04/2018;Valencia;Getafe;1;2;A;0;1;A;10;8;3;3;10;14;7;5;1;7;1;0;1,44;4;8;92,37;70,43;269,45;48,75;20;18
25/02/2018;Villarreal;Getafe;1;0;H;1;0;H;10;3;4;2;14;21;2;8;5;3;0;0;1,75;3,75;4,75;71,75;62,51;196,7;48,75;15;18
19/04/2018;Alaves;Girona;1;2;A;0;0;D;11;14;5;5;15;12;3;6;4;4;0;0;2,37;3,1;3,29;66,58;68,09;64,85;35,6;11;13
10/09/2017;Ath Bilbao;Girona;2;0;H;1;0;H;7;11;4;7;19;18;6;4;4;6;0;0;1,67;3,75;5,5;64,43;75,92;188,5;35,6;1;13
20/01/2018;Ath Madrid;Girona;1;1;D;1;0;H;9;6;4;3;13;15;2;1;4;3;0;0;1,36;4,75;9,5;66,48;71,39;585;35,6;19;13
24/02/2018;Barcelona;Girona;6;1;H;4;1;H;21;10;14;4;11;11;5;3;1;1;0;0;1,14;8;19;70,88;74,44;772,5;35,6;17;13
25/11/2017;Betis;Girona;2;2;D;0;1;A;12;13;6;7;9;16;3;5;2;1;0;0;2;3,6;3,75;47,77;43,64;95,55;35,6;9;13
29/09/2017;Celta;Girona;3;3;D;2;2;D;16;10;9;6;9;17;5;6;2;5;0;0;1,67;3,6;5,75;34,06;45,07;114,565;35,6;16;13
21/12/2017;Eibar;Girona;4;1;H;2;1;H;16;6;6;1;14;18;3;2;1;2;0;0;2;3,39;3,75;44,27;28,64;71,75;35,6;9;13
11/12/2017;Espanol;Girona;0;1;A;0;1;A;8;12;3;5;9;17;8;6;1;3;0;0;2,04;3,5;3,6;67,18;63,4;85,45;35,6;7;13
23/10/2017;La Coruna;Girona;1;2;A;0;1;A;15;13;6;6;9;16;9;7;3;8;0;0;2,04;3,29;3,79;78,26;67,56;92,8;35,6;16;13
20/09/2017;Leganes;Girona;0;0;D;0;0;D;12;10;1;0;19;20;6;3;2;3;0;0;2,15;3,2;3,7;62,73;65,72;53,63;35,6;15;13
