Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;spi1;spi2;HomeBudget;AwayBudget;Extrangeros;ExtrangerosAway
22/04/2017;Osasuna;Sp Gijon;2;2;D;1;0;H;7;12;1;4;25;10;1;5;3;4;0;0;2,5;3,4;2,8;50,52;55,78;36,8;50,5;9;9
26/11/2016;Real Madrid;Sp Gijon;2;1;H;2;1;H;19;9;7;3;19;18;5;6;1;3;0;0;1,06;13;34;68,58;64,8;743,1;50,5;18;9
02/04/2017;Sevilla;Sp Gijon;0;0;D;0;0;D;18;8;6;2;17;13;9;5;3;4;0;0;1,33;5,5;8,5;71,61;69,03;236,4;50,5;24;9
10/04/2017;Sociedad;Sp Gijon;3;1;H;2;0;H;20;10;7;3;20;19;7;4;1;5;0;0;1,44;4,75;7;74,44;56,07;165,1;50,5;6;9
11/03/2017;Valencia;Sp Gijon;1;1;D;0;0;D;20;10;7;4;15;20;7;9;3;5;0;0;1,5;4,33;6,5;49,43;86,39;269,45;50,5;20;9
28/04/2017;Villarreal;Sp Gijon;3;1;H;1;0;H;18;14;6;7;9;10;4;7;2;1;0;0;1,4;4,75;8;79,99;56,21;196,7;50,5;15;9
25/02/2017;Alaves;Valencia;2;1;H;0;0;D;13;5;5;2;13;16;2;1;4;2;0;1;2,63;3,1;2,88;67,27;72,14;64,85;269,45;11;20
28/10/2017;Alaves;Valencia;1;2;A;0;1;A;16;7;6;2;19;18;6;4;5;1;0;0;6;3,75;1,6;64,57;77,3;64,85;269,45;11;20
18/09/2016;Ath Bilbao;Valencia;2;1;H;2;1;H;13;10;4;2;19;20;7;1;4;4;0;0;1,85;3,6;4,33;57,23;70,36;188,5;269,45;1;20
28/02/2018;Ath Bilbao;Valencia;1;1;D;0;1;A;11;6;4;4;16;16;6;1;1;2;0;0;2,62;3,2;2,79;72,54;59,26;188,5;269,45;1;20
05/03/2017;Ath Madrid;Valencia;3;0;H;1;0;H;18;6;8;2;17;9;6;2;1;2;0;0;1,44;4,5;7,5;85,92;72,15;585;269,45;19;20
04/02/2018;Ath Madrid;Valencia;1;0;H;0;0;D;14;9;4;0;18;4;9;1;1;1;0;0;1,44;4,33;7,5;69,72;68,88;585;269,45;19;20
19/03/2017;Barcelona;Valencia;4;2;H;2;2;D;28;6;12;5;4;12;6;3;3;4;0;1;1,13;9,5;19;85,86;81,31;772,5;269,45;17;20
14/04/2018;Barcelona;Valencia;2;1;H;1;0;H;12;17;7;6;9;11;6;5;2;2;0;0;1,28;6;9,5;38,85;51,55;772,5;269,45;17;20
11/02/2017;Betis;Valencia;0;0;D;0;0;D;16;8;2;4;15;17;4;6;4;3;0;0;2,5;3,25;2,9;75,44;70,11;95,55;269,45;9;20
15/10/2017;Betis;Valencia;3;6;A;0;2;A;13;13;6;9;11;11;7;5;1;4;0;0;2,55;3,5;2,7;43,21;47,14;95,55;269,45;9;20
06/11/2016;Celta;Valencia;2;1;H;1;1;D;7;13;4;4;19;15;4;3;6;1;0;0;2,25;3,4;3,2;92,06;63,78;114,565;269,45;16;20
21/04/2018;Celta;Valencia;1;1;D;0;0;D;10;17;3;7;14;19;4;3;1;2;0;0;2,7;3,39;2,6;72,3;72,11;114,565;269,45;16;20
27/08/2016;Eibar;Valencia;1;0;H;0;0;D;13;13;6;3;13;11;6;10;2;2;0;0;2,7;3,2;2,75;62,2;75,45;71,75;269,45;9;20
16/12/2017;Eibar;Valencia;2;1;H;0;0;D;15;7;3;3;13;13;5;6;1;4;0;0;2,75;3,29;2,6;39,97;33,27;71,75;269,45;9;20
13/05/2017;Espanol;Valencia;0;1;A;0;0;D;15;9;3;3;19;14;7;2;0;4;0;0;2,4;3,3;3;70,69;73,3;85,45;269,45;7;20
19/11/2017;Espanol;Valencia;0;2;A;0;0;D;12;7;4;3;11;17;3;4;0;4;0;0;3,2;3,29;2,29;62,73;63,89;85,45;269,45;7;20
03/12/2017;Getafe;Valencia;1;0;H;0;0;D;11;13;3;6;18;11;5;12;8;4;1;0;3;3,39;2,29;33,84;39,18;48,75;269,45;18;20
09/04/2017;Granada;Valencia;1;3;A;0;2;A;21;17;5;8;9;13;5;2;2;2;0;0;3,5;3,4;2,1;73,26;75,88;85,5;269,45;30;20
31/10/2016;La Coruna;Valencia;1;1;D;1;0;H;16;10;4;3;14;21;5;6;1;5;0;0;2,88;3,2;2,55;64,85;74,37;92,8;269,45;16;20
13/01/2018;La Coruna;Valencia;1;2;A;0;1;A;12;12;2;5;13;8;8;10;2;1;0;0;3;3,39;2,37;91,97;70,7;92,8;269,45;16;20
30/01/2017;Las Palmas;Valencia;3;1;H;1;1;D;9;8;4;3;17;13;6;3;1;3;0;1;2,5;3,4;2,8;67,3;74,48;123;269,45;15;20
20/01/2018;Las Palmas;Valencia;2;1;H;1;1;D;20;14;6;8;18;16;3;6;2;9;0;2;4,5;4;1,72;83,64;67,6;123;269,45;15;20
25/09/2016;Leganes;Valencia;1;2;A;1;1;D;7;10;3;4;19;17;1;5;4;4;0;0;2,8;3,2;2,6;78,87;55,53;53,63;269,45;15;20
01/04/2018;Leganes;Valencia;0;1;A;0;0;D;8;3;1;1;14;17;5;2;3;4;0;0;3,75;3,39;2;49,72;46,99;53,63;269,45;15;20
16/09/2017;Levante;Valencia;1;1;D;1;1;D;9;13;2;5;21;11;1;3;2;1;0;0;3,25;3,25;2,3;27,81;43,11;59,35;269,45;15;20
22/04/2017;Malaga;Valencia;2;0;H;2;0;H;10;13;4;2;16;13;7;6;3;3;0;0;2,2;3,4;3,3;79,56;66,92;88,43;269,45;17;20
17/02/2018;Malaga;Valencia;1;2;A;1;0;H;9;10;3;3;19;18;7;2;2;4;1;0;3,6;3,5;2,04;39,26;43,52;88,43;269,45;17;20
09/01/2017;Osasuna;Valencia;3;3;D;1;2;A;22;7;4;3;19;13;7;3;2;5;0;0;4;3,5;1,95;50,37;73,49;36,8;269,45;9;20
29/04/2017;Real Madrid;Valencia;2;1;H;1;0;H;20;9;5;2;13;10;2;3;3;4;0;0;1,17;9;13;65,96;87,06;743,1;269,45;18;20
27/08/2017;Real Madrid;Valencia;2;2;D;1;1;D;22;7;6;3;12;12;13;4;3;5;0;0;1,17;8;15;41,41;49,97;743,1;269,45;18;20
26/11/2016;Sevilla;Valencia;2;1;H;0;0;D;6;10;1;4;19;14;3;6;0;1;0;0;1,73;3,75;5;82,47;73,99;236,4;269,45;24;20
10/03/2018;Sevilla;Valencia;0;2;A;0;1;A;21;10;5;5;15;15;7;3;4;2;0;0;2;3,5;3,79;41,64;53,97;236,4;269,45;24;20
10/12/2016;Sociedad;Valencia;3;2;H;2;1;H;14;9;6;3;17;20;8;4;4;4;0;1;1,91;3,75;3,8;92,61;68,34;165,1;269,45;6;20
24/09/2017;Sociedad;Valencia;2;3;A;1;1;D;18;13;6;4;11;13;7;6;3;7;1;1;2,3;3,4;3,1;26,8;44,84;165,1;269,45;6;20
16/10/2016;Sp Gijon;Valencia;1;2;A;1;1;D;10;7;2;3;21;11;4;4;5;1;0;0;3,6;3,4;2,1;59,43;73,14;50,5;269,45;9;20
21/01/2017;Villarreal;Valencia;0;2;A;0;2;A;20;13;5;5;14;17;7;2;2;2;0;0;1,85;3,6;4,33;80,74;72,85;196,7;269,45;15;20
17/04/2017;Alaves;Villarreal;2;1;H;2;0;H;11;11;5;5;8;13;5;11;2;4;0;0;3;3;2,55;68,79;79,98;64,85;196,7;11;15
17/09/2017;Alaves;Villarreal;0;3;A;0;1;A;16;16;2;6;12;25;2;3;2;2;0;0;3,1;3,1;2,4;34,41;43,68;64,85;196,7;11;15
20/11/2016;Ath Bilbao;Villarreal;1;0;H;0;0;D;12;6;5;2;13;17;6;5;0;2;0;0;2,15;3,3;3,5;74,51;50,4;188,5;196,7;1;15
19/11/2017;Ath Bilbao;Villarreal;1;1;D;0;1;A;15;7;3;4;10;16;9;7;1;3;0;0;2,25;3,29;3,29;45,72;38,91;188,5;196,7;1;15
25/04/2017;Ath Madrid;Villarreal;0;1;A;0;0;D;23;6;9;2;15;16;5;1;2;6;0;0;1,4;4,1;9;56,44;71,21;585;196,7;19;15
28/10/2017;Ath Madrid;Villarreal;1;1;D;0;0;D;18;12;6;4;13;20;11;6;0;4;0;0;1,5;4;7,5;37,91;50,5;585;196,7;19;15
06/05/2017;Barcelona;Villarreal;4;1;H;2;1;H;20;8;8;4;10;13;4;3;2;4;0;0;1,14;8,5;17;87,79;75,36;772,5;196,7;17;15
04/04/2017;Betis;Villarreal;0;1;A;0;0;D;15;6;3;2;12;15;5;2;2;2;0;0;2,75;3,2;2,7;69,21;78,62;95,55;196,7;9;15
03/02/2018;Betis;Villarreal;2;1;H;1;0;H;13;12;4;3;11;12;2;6;1;2;0;1;2,79;3,39;2,5;37,24;53,08;95,55;196,7;9;15
12/03/2017;Celta;Villarreal;0;1;A;0;1;A;12;8;1;4;8;11;4;3;4;5;0;0;2,75;3,2;2,75;77,73;75,31;114,565;196,7;16;15
17/12/2017;Celta;Villarreal;0;1;A;0;1;A;10;8;3;5;11;19;2;2;1;3;0;0;2,29;3,39;3,1;65,27;69,2;114,565;196,7;16;15
30/10/2016;Eibar;Villarreal;2;1;H;0;1;A;13;6;9;1;16;16;3;7;2;3;0;0;3;3,2;2,5;68,7;66,21;71,75;196,7;9;15
28/02/2018;Eibar;Villarreal;1;0;H;1;0;H;13;11;1;3;18;8;6;4;4;2;0;0;2,2;3,2;3,6;70,96;75,74;71,75;196,7;9;15
02/10/2016;Espanol;Villarreal;0;0;D;0;0;D;9;5;1;1;14;10;3;1;2;2;0;0;2,88;3,1;2,63;92,12;66,01;85,45;196,7;7;15
18/02/2018;Espanol;Villarreal;1;1;D;0;1;A;15;8;3;3;7;19;2;5;1;7;0;0;2,5;3,25;2,89;31,14;47,47;85,45;196,7;7;15
24/09/2017;Getafe;Villarreal;4;0;H;0;0;D;17;6;8;1;11;16;7;4;1;4;0;0;2,88;3,1;2,63;43,62;35,34;48,75;196,7;18;15
15/10/2017;Girona;Villarreal;1;2;A;1;2;A;14;5;3;2;12;20;8;1;3;4;0;0;2,8;3,2;2,6;26,87;24,14;35,6;196,7;13;15
20/08/2016;Granada;Villarreal;1;1;D;0;0;D;7;12;1;3;17;11;7;3;2;3;0;0;2,5;3,2;3;55,69;76,79;85,5;196,7;30;15
14/01/2017;La Coruna;Villarreal;0;0;D;0;0;D;13;4;3;1;14;8;10;0;0;1;0;0;2,7;3,1;2,8;87,84;67,53;92,8;196,7;16;15
17/03/2017;Las Palmas;Villarreal;1;0;H;1;0;H;19;8;10;3;14;14;8;5;2;2;0;1;2,55;3,4;2,75;69,99;80,88;123;196,7;15;15
11/03/2018;Las Palmas;Villarreal;0;2;A;0;0;D;9;11;3;4;15;17;7;3;1;1;1;0;3,5;3,5;2,1;86,88;70,63;123;196,7;15;15
03/12/2016;Leganes;Villarreal;0;0;D;0;0;D;11;9;4;3;21;16;2;4;6;3;0;0;3,8;2,9;2,25;89,59;69,72;53,63;196,7;15;15
03/12/2017;Leganes;Villarreal;3;1;H;0;0;D;12;12;5;4;11;17;5;6;2;4;0;0;2,79;3,25;2,62;69,31;79,06;53,63;196,7;15;15
21/08/2017;Levante;Villarreal;1;0;H;0;0;D;14;9;3;1;18;14;11;6;1;3;0;0;3,25;3,25;2,3;37,15;44,19;59,35;196,7;15;15
10/09/2016;Malaga;Villarreal;0;2;A;0;2;A;15;12;2;6;8;14;9;7;2;1;0;0;2,3;3,1;3,3;72,22;77,05;88,43;196,7;17;15
01/04/2018;Malaga;Villarreal;1;0;H;1;0;H;13;11;3;1;17;13;3;6;2;3;0;0;3,5;3,2;2,14;65,5;77,14;88,43;196,7;17;15
01/03/2017;Osasuna;Villarreal;1;4;A;0;2;A;17;12;3;6;10;13;8;2;3;3;0;0;3,8;3,4;2,05;92,83;67,35;36,8;196,7;9;15
21/09/2016;Real Madrid;Villarreal;1;1;D;0;1;A;22;8;6;3;9;9;17;3;4;1;0;0;1,2;7;15;96,49;90,6;743,1;196,7;18;15
13/01/2018;Real Madrid;Villarreal;0;1;A;0;0;D;28;10;7;4;11;12;11;0;2;1;0;0;1,25;6,5;10;37,16;37,75;743,1;196,7;18;15
05/02/2017;Sevilla;Villarreal;0;0;D;0;0;D;14;11;4;4;14;16;9;0;2;2;0;0;1,6;3,8;6;83,04;79,67;236,4;196,7;24;15
14/04/2018;Sevilla;Villarreal;2;2;D;0;1;A;18;7;4;4;11;23;10;2;5;3;1;1;1,8;3,75;4,5;24,93;37,07;236,4;196,7;24;15
19/02/2017;Sociedad;Villarreal;0;1;A;0;0;D;16;7;0;3;8;19;7;4;2;4;0;0;1,95;3,3;4,2;73,99;53,47;165,1;196,7;6;15
25/08/2017;Sociedad;Villarreal;3;0;H;3;0;H;15;6;9;1;12;22;10;4;2;2;0;0;2,05;3,4;3,75;73,8;73,99;165,1;196,7;6;15
17/12/2016;Sp Gijon;Villarreal;1;3;A;0;2;A;16;14;7;9;16;14;12;2;2;1;0;0;3,25;3,3;2,2;82,66;72,22;50,5;196,7;9;15
21/05/2017;Valencia;Villarreal;1;3;A;0;1;A;16;14;5;6;15;10;9;0;2;2;0;0;3,1;3,4;2,3;73,56;93,56;269,45;196,7;20;15
23/12/2017;Valencia;Villarreal;0;1;A;0;1;A;22;9;3;2;11;21;14;1;7;5;1;1;2,04;3,6;3,29;77,95;70,97;269,45;196,7;20;15
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
